GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59,HD01_VD60,HD02_VD60,HD01_VD61,HD02_VD61,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71,HD02_VD71,HD01_VD72,HD02_VD72,HD01_VD73,HD02_VD73,HD01_VD74,HD02_VD74,HD01_VD75,HD02_VD75,HD01_VD76,HD02_VD76,HD01_VD77,HD02_VD77,HD01_VD78,HD02_VD78,HD01_VD79,HD02_VD79,HD01_VD80,HD02_VD80,HD01_VD81,HD02_VD81,HD01_VD82,HD02_VD82,HD01_VD83,HD02_VD83,HD01_VD84,HD02_VD84,HD01_VD85,HD02_VD85,HD01_VD86,HD02_VD86,HD01_VD87,HD02_VD87,HD01_VD88,HD02_VD88,HD01_VD89,HD02_VD89,HD01_VD90,HD02_VD90,HD01_VD91,HD02_VD91,HD01_VD92,HD02_VD92,HD01_VD93,HD02_VD93,HD01_VD94,HD02_VD94,HD01_VD95,HD02_VD95,HD01_VD96,HD02_VD96,HD01_VD97,HD02_VD97
0400000US35,35,New Mexico,2062628,2509,100985,2802,363295,2143,62770,3464,144103,4447,137091,2836,136972,3014,133200,6163,116944,5480,117799,3469,121985,2423,141515,4143,136040,4420,118751,3317,93420,2964,137758,1824,1801560,14081,81721,3890,322084,4616,48061,3250,109525,4302,105923,3653,110727,3638,112625,6192,104388,5335,105915,3952,113299,2733,132204,4133,126003,4665,112550,3244,87734,2829,128801,2223,146350,11502,13010,2809,25298,3386,6026,1528,22623,3001,18567,2888,14541,1917,10384,2156,6425,1537,6203,1464,5607,1318,4184,1131,4058,904,2665,831,2712,727,4047,930,46875,4710,2212,973,5539,1448,3406,1072,6705,1472,5753,1380,3906,867,4882,1766,2523,900,2604,1015,1249,503,1653,628,1928,813,1241,598,1088,616,2186,832,57255,6560,3249,1010,8795,2484,5016,1458,4367,1177,5181,1128,5530,1609,4443,1318,2752,730,2899,956,1715,582,3255,977,3840,1212,2197,732,1797,782,2219,761,10588,2699,793,742,1579,920,261,222,883,420,1667,607,2268,1118,866,591,856,557,178,198,115,122,219,238,211,265,98,133,89,106,505,347
0400000US36,36,New York,19638923,8149,947121,8189,2995900,3197,522666,4172,1352104,4821,1516772,3552,1406595,3937,1299252,14032,1172461,14175,1289648,3449,1371569,2790,1346547,14602,1257239,14407,1011370,10262,775030,10375,1374649,2330,17553033,35651,825521,9446,2744930,12371,407562,5762,1073721,10081,1189795,11115,1156553,8997,1137556,15326,1066985,14802,1202500,6130,1281444,5526,1268675,14388,1192381,13691,966506,10232,738882,10234,1300022,5023,1171150,30307,80720,6466,164135,9754,29910,3023,133751,7227,178130,7694,139777,7056,96152,6265,63924,4905,52090,4075,51551,4089,46844,3582,38354,3606,25781,2531,21627,2213,48404,3509,484002,14028,21822,2937,46396,5392,42816,2704,70433,4033,74742,4444,58732,4064,39038,3217,24010,2459,21981,2297,21967,2522,17231,2237,14872,2312,8790,1698,7458,1287,13714,1806,285252,11214,11339,2203,23463,3787,31709,2869,54366,4709,54117,4434,33319,3650,15639,2246,10705,1898,7356,1352,9656,1900,8193,1797,6432,1335,6522,1229,3965,1090,8471,1810,145486,8190,7719,1839,16976,3123,10669,1381,19833,2626,19988,2535,18214,2395,10867,2006,6837,1670,5721,1272,6951,1444,5604,1333,5200,1261,3771,964,3098,1056,4038,1165
0400000US37,37,North Carolina,10158556,5686,486318,6498,1700009,4629,290054,6741,690990,8196,701761,5851,650393,5645,658760,11238,646512,11539,704472,6135,685573,4780,684650,10421,629066,9793,556975,9239,430972,8150,642051,2998,8649400,35788,387274,9529,1476811,11757,203437,7316,483043,8886,503690,9592,509749,8281,548794,12370,561371,11483,628217,7596,618499,6731,620102,10338,582267,9799,522926,8875,402781,8324,600439,4002,782485,28617,57231,4276,135683,9913,24253,3123,101224,6600,103001,6713,74314,5640,57781,4949,46948,4657,37818,4100,36628,3304,32536,3737,22475,3131,16602,2395,12435,1812,23556,2107,356775,12949,17514,3180,39669,4679,37647,2696,52949,4942,48791,4551,31681,3615,23442,2489,21732,2723,19225,2603,15788,1939,13920,2063,11022,1782,8293,1411,6369,1727,8733,1246,313834,13762,19899,2553,39249,4673,22705,2224,46222,4316,39664,4042,28359,2999,23430,3387,13691,1857,16531,2467,12571,1993,15699,2383,11972,1709,7777,1278,8426,1802,7639,1579,56062,6184,4400,1394,8597,2051,2012,606,7552,2457,6615,1447,6290,1506,5313,1528,2770,1105,2681,980,2087,738,2393,770,1330,711,1377,903,961,528,1684,682
0400000US38,38,North Dakota,744641,1446,42050,1974,120334,2206,22640,1542,63713,2322,59646,2107,54733,1991,45945,2851,43461,3010,39645,1467,42671,1005,48512,2354,48622,2371,35023,1581,26426,1565,51220,370,609017,7590,33384,2325,106349,2416,11696,1586,33660,3086,38983,2367,42632,2432,39226,2733,38146,2722,34686,1734,38665,1423,44032,2509,44225,2409,33074,1503,24032,1648,46227,1161,63752,5992,4683,1340,6801,1941,1504,454,14708,2448,10250,1732,6205,1538,3484,990,2980,1073,2550,1077,2136,901,1795,650,1988,701,1005,542,689,359,2974,747,28684,3442,1917,719,3767,1423,2888,668,6279,1446,4186,984,1594,554,1315,532,894,439,1531,558,461,279,1255,583,556,326,319,259,870,623,852,339,37315,3906,1852,573,3126,1113,6517,1027,7480,1813,4896,1248,3757,1341,1920,770,1225,690,642,408,1307,772,1025,488,1498,978,456,317,665,467,949,611,5873,1643,214,261,291,289,35,46,1586,779,1331,575,545,471,0,161,216,301,236,268,102,131,405,354,355,276,169,169,170,180,218,208
0400000US39,39,Ohio,11520109,5548,556630,5857,1906867,3330,317289,4837,757438,4719,796348,4079,729053,4220,724724,10022,658302,8536,744721,4136,774940,3310,826621,9451,787560,9441,652136,7735,466276,8057,821204,2448,9822847,30854,449867,8380,1651022,12379,209598,5709,497210,7722,570850,8519,575415,7784,608526,10048,569793,8848,668011,5003,701838,5460,764690,8697,735577,9865,617295,8055,439498,8343,763657,4566,1046545,26564,71659,5881,180623,11178,38279,4050,158212,6458,137231,7285,91901,5961,69812,4815,57933,4122,50802,3592,45740,4421,34037,2974,32727,3397,21470,2109,16420,1756,39699,3400,406200,13422,20737,3145,44761,4639,46412,3188,69141,5786,54679,3590,37590,3322,27229,2691,18704,2583,16260,2089,17139,2242,16559,2202,12580,1770,7833,1455,5573,1104,11003,1902,198929,10839,12146,2023,23917,3038,20586,2012,26958,3104,26162,2566,19924,2728,15610,2377,9579,1691,7677,1464,8474,1892,9632,1737,5041,1240,4344,975,4100,1119,4779,1274,45588,5474,2221,823,6544,1737,2414,677,5917,1340,7426,1692,4223,1372,3547,1231,2293,889,1971,632,1749,716,1703,779,1635,745,1194,597,685,340,2066,678
0400000US40,40,Oklahoma,3875922,2998,207619,3961,698922,1907,113472,2676,269495,3822,275231,2946,263230,2793,256787,6421,229618,6640,230078,2724,238070,2534,255094,4832,237174,4766,197015,4122,154480,4475,249637,1731,3216306,16831,160130,4412,590522,5880,74199,2951,171643,5859,189846,4321,203927,3630,211867,6306,197052,5919,200119,3719,210630,3505,230124,5126,216137,4490,184385,4215,145214,4563,230511,2640,377231,13735,30596,3122,68026,5144,13728,1793,53707,3881,47913,3405,34519,2634,24890,2616,18638,2243,17928,2414,15731,1881,14898,1754,12232,1740,7429,1274,4853,872,12143,1682,165493,8823,10034,1672,23613,2303,14383,1876,26058,3064,21576,2429,15151,1762,11982,1724,8226,1341,7060,1185,7079,1402,6632,1001,4697,862,2367,589,2431,634,4204,897,101961,5461,5901,1122,14898,1888,10236,1355,15200,2155,13154,1836,8257,1688,7306,1534,4774,1158,4524,969,4076,827,2844,711,3598,941,2616,655,1892,606,2685,752,14931,3150,958,642,1863,762,926,422,2887,1304,2742,1066,1376,712,742,388,928,496,447,294,554,337,596,312,510,337,218,158,90,101,94,80
0400000US41,41,Oregon,4102048,2613,191525,3157,641521,2400,104561,3073,263246,3896,290003,3356,288531,3294,287500,7653,261989,6882,265052,2666,252783,2661,267444,6902,279025,6343,248892,4940,183646,5335,276330,2056,3405784,21975,153344,4526,552885,7030,70278,3266,167634,5453,191679,5269,220688,5409,229270,7394,223653,6539,230761,4009,223571,4096,240158,6904,255084,6238,225949,5320,168875,5373,251955,3290,380687,18316,22767,3148,55658,5593,11994,1767,53125,4511,55029,4172,35963,4206,34237,3769,22211,3482,17716,1887,13921,2126,13264,2126,11444,1825,11422,2095,6988,1503,14948,2319,140060,9698,5848,1555,15558,3186,10011,1440,20853,2503,18446,2403,13556,2215,11717,2085,7162,1420,6569,1456,5981,1234,5853,1427,6449,1262,5648,1230,2752,991,3657,1050,149513,8993,7986,1696,14511,2900,10833,1413,18019,2568,20359,2736,15830,2359,10325,1796,7255,1622,8601,1873,8062,1597,7530,1705,5079,1264,5561,1248,4536,1067,5026,1258,26004,3616,1580,830,2909,855,1445,725,3615,1106,4490,1216,2494,866,1951,927,1708,720,1405,719,1248,649,639,315,969,570,312,234,495,378,744,473
0400000US42,42,Pennsylvania,12674642,5854,574123,5894,1959953,2595,352518,3917,827206,4265,867486,3064,814236,3609,755069,11368,734152,11487,822573,3140,877269,2933,924152,11152,889362,11882,738330,8217,540521,8171,997692,2491,11072942,30451,474088,7229,1733263,10751,252529,4770,601021,7942,643564,7135,654020,6554,647224,11045,650070,11374,750299,4790,810527,5442,866457,11980,839898,12144,703669,8339,514569,7693,931744,4776,938502,25215,63627,4674,148194,8656,31496,2790,127791,5387,129758,7377,92577,5255,63817,4380,48574,4084,42588,4026,41255,3730,36388,3179,32284,3370,21393,2032,15046,2000,43714,3193,353887,13178,20032,2971,38513,3908,37359,2556,58180,2962,51177,4051,35579,3071,22362,2465,17070,2618,16167,2119,13267,1693,11376,1987,9554,1931,6632,1141,4353,977,12266,1935,250120,12213,13419,2056,30800,3859,26643,2485,33681,2865,35304,3362,25505,2970,17577,2455,14383,2280,10839,2101,10157,1711,7970,1682,6034,1192,5221,1139,4682,1262,7905,1469,59191,6605,2957,1156,9183,2354,4491,1107,6533,1700,7683,1808,6555,1423,4089,1215,4055,1102,2680,1016,2063,779,1961,929,1592,586,1415,571,1871,1061,2063,773
0400000US44,44,Rhode Island,1048549,1369,43929,1612,151953,927,37247,1968,78451,2060,76079,1293,69677,1235,66719,3790,56468,3957,68017,1280,74640,972,75391,3123,73406,3178,59463,2688,41622,2775,75487,779,922210,8302,37007,2320,136747,2877,27541,2276,57919,3350,58541,2713,57301,2086,59385,3482,49462,3652,61911,1839,69721,1501,70675,3118,69894,3094,55912,2618,39810,2647,70384,1286,66586,6427,3833,1403,9299,2119,2636,802,9482,1913,11054,2212,5753,1456,3431,910,3857,1280,4084,1515,3051,918,2738,854,1667,829,1724,729,1482,876,2495,773,16854,3105,757,497,1600,846,606,327,3392,1224,1417,577,2056,787,1305,684,1751,874,794,639,353,238,251,203,524,372,596,432,183,146,1269,668,36850,4029,2021,854,3218,1295,6229,905,6941,1629,4167,1118,3985,1297,1820,914,1198,725,1113,562,1315,780,1340,615,1145,537,1146,619,106,143,1106,603,6049,1755,311,324,1089,618,235,162,717,370,900,691,582,410,778,625,200,284,115,148,200,238,387,419,176,171,85,105,41,69,233,246
0400000US45,45,South Carolina,4966211,3526,231381,4053,812181,2964,149355,6183,329443,6458,341196,4904,307283,4684,318823,8772,300940,9058,312511,3867,331643,3707,331877,7484,333761,7263,301278,5979,236364,5877,328175,2440,4248517,21416,191369,5681,696511,7684,103295,5537,232825,6365,249652,5991,248782,5890,271063,9023,257571,9012,275279,4840,298875,4773,301014,7176,308397,7208,281841,6039,225521,5906,306522,3579,368434,17410,23442,3145,70794,6205,9763,1793,45964,4512,50196,4030,29714,3120,24878,3013,23725,3135,21023,2694,18329,2480,14911,2371,11236,2125,7207,1364,4685,915,12567,2352,162881,10341,8618,2264,23415,3735,15501,1788,28712,3397,20903,2459,13660,2105,11139,2031,9165,1800,7024,1548,6522,1286,5031,1031,3339,766,4079,1069,2234,630,3539,802,166573,9580,7302,1871,19176,3819,20126,1905,19606,2565,18244,2671,12988,2323,10806,1942,8543,1886,7616,1791,6625,1519,9960,1704,9444,1784,7600,1620,3418,889,5119,1307,19806,3181,650,399,2285,930,670,393,2336,834,2201,890,2139,816,937,514,1936,714,1569,772,1292,1576,961,495,1345,745,551,307,506,372,428,264
0400000US46,46,South Dakota,856726,1949,47520,2179,152768,1764,23318,1665,58561,1970,58022,1804,58039,1525,57816,2932,42165,2718,46861,1090,52650,1439,60022,2532,57098,2592,47375,2347,34270,2223,60241,712,723740,7648,38344,2206,132980,3114,14463,1560,34343,2260,40158,2157,44801,2041,49963,2866,37850,2478,42162,1410,48069,1487,54795,2608,54112,2652,45256,2410,31124,2187,55320,1318,61658,4578,4149,996,10359,2208,1974,752,10620,1988,9614,1787,5669,1185,3632,1051,2183,793,2538,865,1866,719,2083,706,1546,548,492,302,2234,1112,2699,857,38123,4052,2130,861,4501,1145,3748,932,8346,1935,5462,1129,3591,1107,1770,600,1269,599,1070,606,1257,578,1536,651,697,391,651,387,362,235,1733,761,26106,3529,2000,716,3630,1465,2365,575,4658,1053,2273,845,2495,842,2053,904,749,480,962,500,1379,794,1366,813,518,323,783,386,536,281,339,255,7099,2487,897,979,1298,986,768,453,594,327,515,413,1483,1113,398,258,114,126,129,233,79,77,242,216,225,255,193,226,14,18,150,170
0400000US47,47,Tennessee,6642072,5023,331216,5832,1103124,3902,182652,4991,436627,5381,474567,4387,430791,4331,441556,9251,400292,8467,441750,3637,450078,3635,449469,7864,429550,8416,363246,6053,279404,6108,427750,2701,5675990,26239,267478,6270,954642,8545,134273,5187,309850,8006,347925,6793,339555,6522,369954,8692,346859,8488,387165,5417,403794,4731,413518,7735,396005,8051,341012,6080,265645,5889,398315,3737,541230,18647,40376,3754,90802,6145,21053,2710,67193,5046,69928,5611,53337,4065,39637,3785,29194,2783,31328,3409,27976,2904,20181,2301,17273,2350,10438,1903,6791,1488,15723,1949,207682,11572,13313,2304,29006,3780,14196,1954,30618,3912,26735,3198,18895,2457,14328,2060,11558,1865,11348,1886,8745,1698,7948,1939,7236,1560,4456,1147,3037,824,6263,1086,191909,10150,8722,1592,25266,3492,11723,1813,24998,3265,27164,3970,17334,2509,15557,2165,10933,2319,10425,1665,8957,1939,6921,1317,7801,1598,6632,1504,3010,917,6466,1601,25261,3848,1327,737,3408,1380,1407,657,3968,1087,2815,1317,1670,568,2080,1060,1748,770,1484,774,606,434,901,506,1235,616,708,303,921,454,983,541
0400000US48,48,Texas,27924632,9989,1640200,10088,5344999,6352,804719,9933,1985368,11443,2085081,8535,2037658,9110,1971837,24128,1861202,20724,1822417,9286,1716972,6798,1673649,17385,1515038,16831,1188268,12976,902080,12235,1375144,4899,23534387,67754,1320279,15139,4599651,25576,615756,10852,1433167,17270,1481161,17308,1594863,15885,1638121,22252,1596281,21299,1597855,11500,1540627,11022,1509226,17113,1388452,16198,1102898,12514,844371,12317,1271679,7774,2542017,61639,197770,10429,493455,21107,79449,5991,305744,12390,332956,12103,253802,12492,194786,10863,159245,8675,129624,7853,104856,6863,89826,5855,69269,5499,41543,4250,29557,2750,60135,3994,1101316,28433,73945,6243,137819,10160,77123,4541,157625,6323,159438,8635,108063,6017,82341,6771,60798,5384,55425,5647,41759,3369,48013,4626,32930,3965,25577,3050,16344,2429,24116,3227,524511,22790,34995,4071,76113,6810,24052,2312,63103,5119,80644,6614,55366,4601,40855,4152,30182,3787,28908,3288,20147,2716,19294,2950,17443,2871,11273,2241,8333,1911,13803,2450,222401,14550,13211,2368,37961,4770,8339,1866,25729,3177,30882,4303,25564,4175,15734,2416,14696,3391,10605,2095,9583,2388,7290,1840,6944,1515,6977,1962,3475,897,5411,1230
0400000US49,49,Utah,3056193,3007,207449,3530,672005,1813,93163,2595,256541,2809,236140,2550,217298,2070,229743,5765,194436,5385,168685,1967,148312,1615,150602,4347,146624,4270,116073,3541,85794,3650,133328,1381,2532858,16462,164535,5035,586453,6644,65423,2422,153393,5456,162443,4515,169276,3680,191380,6047,169773,5108,151102,3161,133210,2882,138557,4581,134966,4119,107924,3594,79785,3826,124638,1736,292853,12404,26755,3437,50319,4482,9923,1529,58600,4746,41158,3794,28001,3007,22872,2442,15099,2200,9766,1932,6899,1429,5823,1293,6101,1525,3932,1032,3170,1183,4435,1057,105753,7864,8919,1600,15887,3461,8183,1481,18876,2450,17319,2659,8446,1541,7179,1343,3972,1168,3982,1237,3933,1188,2972,1065,2098,712,887,429,1406,820,1694,660,99584,7531,5914,1256,16276,3012,7920,1214,18401,2075,13278,2139,9386,1847,7204,1559,3990,1246,3122,1035,3192,1075,2446,993,2479,859,2699,983,1182,551,2095,662,25145,4357,1326,659,3070,1366,1714,1171,7271,1478,1942,705,2189,1292,1108,578,1602,776,713,575,1078,731,804,576,980,573,631,415,251,275,466,413
0400000US50,50,Vermont,619089,948,25528,1255,87659,1096,19168,1178,47467,1487,37979,1030,35885,1136,37205,2236,32032,2213,38776,688,43999,696,48173,2250,48068,2147,39715,1943,31246,1998,46189,411,536390,5931,20925,1536,78545,1827,12526,1210,30508,2399,27708,1770,27230,1626,30932,2147,29109,2219,35034,1117,40645,1055,45190,2436,46071,2047,37705,2012,30409,1929,43853,925,43147,4536,2948,1044,6380,1435,2072,694,9074,1989,4658,1136,4509,1115,4032,996,1664,531,2377,722,1644,658,1169,430,760,413,747,392,274,174,839,401,14441,2573,762,292,1404,658,675,319,2286,938,2289,797,2464,834,898,427,480,330,419,282,691,390,938,427,266,214,292,207,109,125,468,245,21868,3314,716,336,1012,451,3773,889,5079,1745,2638,846,1614,808,1141,537,643,434,521,267,737,335,781,361,938,457,893,467,454,328,928,552,3243,1880,177,212,318,306,122,139,520,308,686,554,68,118,202,191,136,145,425,440,282,299,95,161,33,58,78,100,0,157,101,143
0400000US51,51,Virginia,8372522,4750,404474,5757,1366109,3735,233235,5829,589483,6846,583238,5101,581928,5349,580953,10816,526777,11540,563478,4215,577855,5219,568971,9154,524417,9533,443619,6574,318660,6529,509325,3824,7089782,25415,327337,5825,1178856,9640,165564,6881,395460,8641,406067,6896,454829,6231,477272,11313,448027,11223,506642,5145,530419,5426,522056,9313,486292,9658,415421,6707,301076,6374,474464,4696,550015,18107,35757,3625,97009,7826,17905,2498,74733,5288,71872,4410,53186,4264,44358,3996,37506,3421,26544,2858,19907,2492,21363,2714,16818,2265,10196,1442,7558,1494,15303,1862,408252,14668,25059,3333,48055,4322,29996,3019,68164,4817,62240,4914,38539,3455,31494,3279,23911,2931,15601,2111,16828,2320,14627,2288,12609,1988,7088,1591,4136,1111,9905,1649,250490,10432,13053,1973,28301,3339,17342,2557,40317,3958,35521,3648,28739,2717,22052,2843,12717,1886,9038,1721,7849,1566,8787,1542,6634,1426,8361,1726,4266,876,7513,1604,73983,7003,3268,1057,13888,3061,2428,863,10809,2204,7538,1651,6635,1685,5777,1479,4616,1354,5653,1538,2852,971,2138,685,2064,794,2553,944,1624,885,2140,721
0400000US53,53,Washington,7318811,4011,368083,4179,1191718,2721,176147,3403,480895,5368,564582,3836,540761,3430,525459,8370,451908,8847,479068,3792,467072,3046,484105,8629,471254,8608,393043,6139,290895,5745,433821,2703,6016482,24671,286528,4972,1013920,8761,120627,3745,290952,8667,358473,7197,408453,5357,423862,8071,380321,9488,418032,4990,420690,4703,436863,8563,430049,9072,363274,6281,270146,5654,394292,4685,729061,22617,45491,3556,109775,7418,23024,2520,106251,6012,115192,5921,74264,4108,55991,3847,40207,3508,37244,3812,26545,2638,26794,3065,20343,2276,14726,2427,11037,1911,22177,2777,248996,13303,15261,1989,27169,3909,16654,1775,35209,4184,39340,3517,23487,2797,18374,2248,12070,2082,11415,1723,11032,1850,8791,1475,10558,1928,5667,1313,4693,1020,9276,2023,260787,14178,16780,2477,31659,4703,13004,1245,40989,4475,43077,4183,27662,3522,21468,3103,14783,2231,9870,1826,6874,1704,8694,1891,8368,1697,6513,1461,4194,1164,6852,1633,63485,6684,4023,1138,9195,2357,2838,795,7494,1637,8500,3071,6895,1853,5764,1574,4527,1481,2507,954,1931,725,2963,929,1936,679,2863,1141,825,446,1224,572
0400000US54,54,West Virginia,1798306,1891,80336,2187,275516,2505,51569,3226,111535,3397,108237,2262,100360,1598,109842,3830,110791,4107,117380,1655,120359,1653,124846,4010,136963,4241,121254,3693,86330,3589,142988,1147,1589833,9253,65079,2577,244227,4393,36716,3034,80094,4128,84356,3546,83666,2531,95121,4057,98776,4274,105600,2409,111003,2032,117110,3802,130939,4196,116966,3743,83524,3637,136656,1706,118279,9009,10601,1911,19141,3222,3989,1123,19553,2910,12641,2494,9259,1819,8373,1670,7189,1449,7266,1546,5793,1556,4875,1053,3167,899,1662,562,1496,574,3274,828,47096,4623,2986,1051,6079,1699,5521,918,6628,1562,6005,1332,3714,978,3529,1156,1824,491,2365,821,1557,585,1687,612,1154,493,1218,488,851,443,1978,669,40007,4327,1609,713,5934,2061,5178,995,4733,1254,4979,1182,3449,1036,2425,808,2924,1286,2149,1048,1800,624,816,372,1378,528,1363,729,407,258,863,457,3091,912,61,76,135,150,165,163,527,305,256,235,272,280,394,310,78,88,0,200,206,199,358,280,325,373,45,74,52,60,217,234
0400000US55,55,Wisconsin,5731549,3294,270051,3716,945376,2489,155976,2506,401915,3220,360889,2744,366225,2946,372261,6702,326665,7421,362202,2238,398973,2470,429312,6306,385520,6070,323943,4989,229783,4756,402458,1472,4908638,17520,222365,4581,834644,6613,103739,3608,251702,6204,252498,5432,293645,4307,315656,7403,289545,7150,327860,3534,367048,3066,398196,6369,359084,6198,304676,4798,216932,4601,371048,2505,488110,16818,32384,3236,76839,6366,17250,1859,84843,5276,63146,3964,43938,3627,34640,3404,24023,2734,20483,2471,18928,2358,17886,2121,16364,2069,9623,1372,7136,1386,20627,1859,199175,7522,8894,1217,19768,2083,20565,1836,41026,2991,28069,2421,17091,1928,13094,1549,8024,1330,7440,1300,7734,1308,7825,1278,5562,934,4712,1011,3256,797,6115,1335,112519,6909,5582,1294,10520,1913,12914,1356,21000,2685,14434,1816,9490,1290,7359,1433,4409,929,5092,1009,4543,949,4890,1127,2922,832,3944,1064,2090,689,3330,882,23107,3476,826,426,3605,1153,1508,520,3344,1214,2742,794,2061,765,1512,753,664,437,1327,651,720,400,515,303,1588,720,988,511,369,223,1338,716
0400000US56,56,Wyoming,573483,1042,32078,1482,100152,1500,17181,1640,36372,2206,39254,1996,40568,1745,36845,2670,33756,2554,31142,1016,33840,1066,43939,2656,37919,2750,32431,2165,22801,1535,35205,1387,481231,7380,25287,2147,87578,2515,10711,1753,20820,2348,26992,2231,30929,1715,30334,2432,29249,2842,28338,1221,30891,1461,40069,2794,34936,2740,31244,2223,21778,1547,32075,1523,57526,6447,5613,1547,9584,2161,1745,678,9431,1895,6711,1382,6514,1382,4243,1090,2605,956,2215,951,1752,840,2297,860,1945,723,455,276,255,227,2161,906,13812,2238,436,278,1431,687,1700,695,2740,806,1537,701,1496,629,903,400,845,555,272,201,501,312,634,339,290,212,56,100,246,238,725,576,18511,2739,742,413,1414,651,2228,618,3043,1057,3417,1127,1568,826,1247,838,1057,566,317,294,696,587,890,387,658,322,587,418,522,621,125,141,2403,1038,0,201,145,142,797,625,338,238,597,490,61,99,118,212,0,201,0,201,0,201,49,81,90,158,89,114,0,201,119,157
